app_form_id,status,failure_info
9d443cca-06e6-4d89-84cc-a8a03d4def56,Success,null
7bb6bd31-87c4-40dd-87a2-82fc9585d903,failed,Appform has not Approved
77c59e29-754c-48ad-b237-889216fc4e03,failed,Appform has not Approved
29b30e61-581f-49a6-9c31-55beac236da4,Success,a2de7414-89bb-4b62-ba6e-967d3c999c39
